id,query,metric,hits,sessions
146958946,соус кисло-сладкий,pdp_view,4,3
136239294,ножницы шитья,pdp_view,1,1
141224403,спиннер,pdp_view,3,3
143393510,футбол,pdp_view,9,1
142813833,петерсон математика,pdp_view,6,6
142007529,electrolux er,pdp_view,3,1
145715448,для груди,pdp_view,3,2
135784791,книги на украинском языке,pdp_view,1,1
141021604,салфетка хлопок,pdp_view,24,1
18603870,новогодние елочные игрушки,pdp_view,4,3
146985761,шапка мужская,pdp_view,1,1
19761398,bosh,pdp_view,6,3
147007078,полотенца,pdp_view,9,1
147373311,егэ 2019,pdp_view,2,2
142105530,e14 osram,pdp_view,1,1
145696455,мона лиза постельное белье,pdp_view,1,1
32219468,смешарики времена года,pdp_view,2,1
138945620,3 д пазлы магический кристал,pdp_view,6,1
144860203,santa maria карри,pdp_view,2,1
143732345,российский военный сборник,pdp_view,1,1
145667252,посуда три кота,pdp_view,7,4
145137474,набор подарочные коробки,pdp_view,6,1
145837260,дон кихот,pdp_view,2,1
144019827,barbie,pdp_view,3,3
137798622,краски акварельная,pdp_view,1,1
145200875,покрывало стеганое,pdp_view,2,2
136454848,дневник кожа колизей,pdp_view,1,1
143777891,упаковочкая бумага,pdp_view,1,1
143806327,мышка,pdp_view,1,1
146833432,черепашки ниндзя,pdp_view,23,16
143414979,от перхоти,pdp_view,9,5
145773777,рюкзак,pdp_view,1,1
148225802,55 веселых головоломок и рисовалок,pdp_view,1,1
142126917,142126917,pdp_view,3,3
24445415,my little island 3,pdp_view,3,2
32094695,la roche-posay effaclar,pdp_view,2,2
23575523,швейная машина,pdp_view,2,2
145862709,для жидкого мыла дозатор,pdp_view,1,1
147233431,шапка женская,pdp_view,1,1
147411977,рюкзак для девочки,pdp_view,1,1
146422789,детское пюре,pdp_view,1,1
33077258,чай травяной в пакетиках,pdp_view,2,1
4479070,книги по шахматам,pdp_view,1,1
140910614,в узкую линейку,pdp_view,2,2
141702286,лакомства для собак титбит,pdp_view,1,1
146639495,росмэн,pdp_view,1,1
147412458,свеча декоративная,pdp_view,1,1
143321295,we are x,pdp_view,1,1
147757780,люстра,pdp_view,6,4
135504163,бумажные салфетки kleenex,pdp_view,1,1
146004148,путешествия,pdp_view,1,1
35020508,набор для творчества,pdp_view,4,1
147142420,детская посуда кот,pdp_view,1,1
34594517,освежитель воздуха автоматический,pdp_view,2,2
143326121,совы,pdp_view,1,1
141893557,пропеллер для лица,pdp_view,14,8
140820303,пенал,pdp_view,3,3
146995162,bic ручка,pdp_view,1,1
147708534,путь золота и киновари,pdp_view,1,1
4368541,sennheiser,pdp_view,4,3
141312943,тачки,pdp_view,1,1
145923403,mayer,pdp_view,27,1
137625969,термометры для,pdp_view,1,1
6283387,массаж книги,pdp_view,1,1
143399498,книги,pdp_view,1,1
141773462,141773462,pdp_view,1,1
136415721,подготовка к школе,pdp_view,1,1
139034625,цветные гелевые ручки,pdp_view,1,1
145589004,тема,pdp_view,11,7
142784242,ручка черная,pdp_view,2,1
142701033,детский шампунь,pdp_view,4,4
138860253,raffaello конфеты,pdp_view,3,2
142265787,рождественский,pdp_view,1,1
146784838,декоративные тарелки,pdp_view,3,1
146663712,харун,pdp_view,2,1
143868469,подушка автомобильные на подголовник,pdp_view,1,1
141893674,шампуни для волос,pdp_view,1,1
139342638,подставка под горячее,pdp_view,2,2
141471722,gorenje gw65cli,pdp_view,1,1
147695870,лампа,pdp_view,13,1
136187180,чемодан,pdp_view,1,1
135225608,catrice,pdp_view,3,2
146931678,пижамы для детей,pdp_view,1,1
138362656,книжки детские,pdp_view,4,1
141310056,enchantimals кукла,pdp_view,18,17
19045001,шампунь,pdp_view,1,1
136245391,тушь eva mosaic,pdp_view,1,1
3460775,книги по подготовке к школе,pdp_view,3,1
147620036,новогодние наклейки,pdp_view,10,10
30850321,рисунки по номерам на холсте,pdp_view,1,1
147697625,полотенце,pdp_view,1,1
142230360,зеркало косметическое,pdp_view,5,5
145086793,исторические романы,pdp_view,2,1
147301235,лакомства для собак,pdp_view,7,7
139253363,тренажер по математике,pdp_view,1,1
145322305,деетский лак лаки,pdp_view,1,1
144533650,штангенциркуль,pdp_view,2,2
142772583,леденцы,pdp_view,3,2
143163021,шары,pdp_view,3,3
144862330,сироп сахарный,pdp_view,2,2
34962557,обучение сочинению,pdp_view,3,1
140905286,шамбала сияющая диалоги эссе афоризмы,pdp_view,1,1
141192412,can cooler,pdp_view,4,1
146875772,карниз,pdp_view,3,2
31497308,otg,pdp_view,3,3
138856204,снежинки наклейки,pdp_view,2,2
33977680,ipad mini 4,pdp_view,1,1
143305197,носки,pdp_view,8,5
144502774,tag,pdp_view,1,1
147159768,арт узор,pdp_view,1,1
143993461,pure water,pdp_view,1,1
141774464,неизвестная мэгги,pdp_view,2,2
145088675,открытк,pdp_view,1,1
146085593,боди емае,pdp_view,1,1
143227058,карнавальный костюм,pdp_view,12,2
135968160,lubby кружка,pdp_view,2,1
140639670,игрушки куклы,pdp_view,1,1
34822709,нож nadoba marta,pdp_view,1,1
140177811,английский верещагина,pdp_view,1,1
31425900,триммер,pdp_view,15,2
147023809,джон уиндем,pdp_view,7,6
140047059,zapf creation,pdp_view,5,4
147049153,планшет,pdp_view,5,5
142773185,быстро суп,pdp_view,1,1
22460758,22460758,pdp_view,2,2
139130225,леденцы,pdp_view,3,3
146283405,146283405,pdp_view,1,1
4036736,кувшин фильтр для воды,pdp_view,2,1
147771524,ральф против интернета,pdp_view,7,3
143029524,золотая краска,pdp_view,1,1
29725418,шампунь,pdp_view,3,3
138555933,гирлянда,pdp_view,8,4
138790642,пудовъ ароматизатор ром,pdp_view,1,1
135997665,корм для кошек,pdp_view,7,6
147722937,lefard,pdp_view,1,1
141114114,игрушки доя кошек,pdp_view,1,1
146742876,наволочка 70х70,pdp_view,1,1
145096764,кружка питомец,pdp_view,2,1
142334895,mijello,pdp_view,2,1
143049067,рецепты русской кухня,pdp_view,1,1
144000586,блюдца,pdp_view,7,2
136882261,спицы прямые,pdp_view,1,1
144092951,пеналы,pdp_view,1,1
7298001,сменные кассеты для бритья gillette,pdp_view,1,1
140121341,детские магнит,pdp_view,1,1
6853948,oral b,pdp_view,7,6
144958762,мозаика синтез наклейки,pdp_view,1,1
141511930,чай растворимый,pdp_view,1,1
147054920,бумага упаковочная,pdp_view,1,1
142822503,подарочные издания,pdp_view,1,1
138936765,беспроводные наушники,pdp_view,1,1
138530373,откуда берутся слова,pdp_view,3,3
146978818,сумка мужская,pdp_view,3,3
144615734,книги майнкрафт,pdp_view,1,1
140943010,140943010,pdp_view,1,1
146495451,roxy,pdp_view,2,2
145708335,ким впр,pdp_view,2,2
145631909,пираты,pdp_view,1,1
139625153,черный чай мелисса,pdp_view,1,1
138432866,носовые платки,pdp_view,3,3
142794473,масло для волос,pdp_view,3,1
34839532,религиозная антропология,pdp_view,1,1
144920582,пакет подарочный,pdp_view,13,2
142456237,отверженные,pdp_view,4,4
33923658,brother hl-2035r,pdp_view,1,1
145629396,арт узор,pdp_view,11,3
138888309,сухой корм для кошек,pdp_view,1,1
146966390,limoni,pdp_view,2,1
140311523,чайник эмалированный,pdp_view,2,2
146165568,146165568,pdp_view,3,3
141510398,141510398,pdp_view,1,1
146175766,disney,pdp_view,3,3
147105279,зимняя шапка для мальчика,pdp_view,2,1
138885116,конфеты,pdp_view,2,1
141224566,141224566,pdp_view,1,1
140463844,мультивитамин,pdp_view,2,1
146855507,водолазка мужская,pdp_view,1,1
145543515,конфеты,pdp_view,1,1
135784332,дрофа-медиа обучающий плакат,pdp_view,1,1
138090370,erich krause,pdp_view,1,1
146617406,колготки 146,pdp_view,1,1
145045647,mojo фигур,pdp_view,2,1
25116520,энид блайтон,pdp_view,4,4
145123225,чемпионат мира по футболу fifa,pdp_view,1,1
137210716,молитвы,pdp_view,1,1
147949471,антистресс игрушки,pdp_view,1,1
136009652,natura siberica,pdp_view,17,14
32194433,гуашь  белая,pdp_view,1,1
143026824,silver care,pdp_view,1,1
143886699,набор фоторамок,pdp_view,2,2
141110118,lr936,pdp_view,2,2
142684783,мечи,pdp_view,1,1
143778185,бумага для упаковки,pdp_view,4,1
33860922,аристотель риторика,pdp_view,3,2
6528661,физиология,pdp_view,1,1
144433070,wowwee кукла зомби спящая красавица,pdp_view,1,1
5802316,школа семи гномов от 3 до 4 лет,pdp_view,10,10
3222924,скрынников,pdp_view,5,4
135479943,рыжая курочка,pdp_view,1,1
146462715,масло для массажа,pdp_view,1,1
33731001,водная раскраска,pdp_view,1,1
138054556,очищающий гель,pdp_view,1,1
34860830,резинка для волос,pdp_view,1,1
144074787,скоросшиваьели,pdp_view,2,1
147463702,маскарадные набор,pdp_view,2,1
141847258,детская помада,pdp_view,2,2
30967543,кумон рабочие тетради время,pdp_view,2,2
21031287,книга кулинария,pdp_view,4,1
144259151,шампунь,pdp_view,1,1
147093894,магниты новый год,pdp_view,1,1
143887615,рамка для фотографий,pdp_view,2,2
143399886,пустышка,pdp_view,4,3
142277881,лыкова цветные ладошки,pdp_view,1,1
136286702,фотообои,pdp_view,7,5
141533842,чай черный листовой птицы,pdp_view,1,1
146889101,ножницы,pdp_view,2,2
144920708,упаковка,pdp_view,4,1
142432840,142432840,pdp_view,1,1
143455039,лейкопластырь,pdp_view,1,1
138570042,постеры,pdp_view,1,1
145048186,бандана,pdp_view,1,1
5822725,blu-ray,pdp_view,1,1
17514002,маша и медведь,pdp_view,8,6
145554900,дезодорант нивея,pdp_view,3,3
139039275,туба для рукоделия,pdp_view,3,1
138900185,go pro,pdp_view,1,1
32871350,трафарет,pdp_view,1,1
25904664,сушилка для белья,pdp_view,1,1
143598382,мычалка,pdp_view,1,1
146758994,для бровей и ресниц,pdp_view,2,1
146762123,подушечки,pdp_view,5,4
7364493,бонистика,pdp_view,2,1
143220972,рейлинги,pdp_view,1,1
147766218,тальк для шугарнга,pdp_view,1,1
142364603,конструктор,pdp_view,1,1
139142620,раскраски,pdp_view,4,2
32428587,освежитель,pdp_view,2,2
148338066,елка искусственная,pdp_view,3,1
145110420,brush,pdp_view,1,1
136959263,dnc,pdp_view,5,5
141522790,органейзер для хранения,pdp_view,1,1
145672761,клеёнка столовая,pdp_view,1,1
147837822,запекание керамика,pdp_view,1,1
30724104,контейнер для хранения,pdp_view,1,1
143212963,протеин,pdp_view,1,1
148233957,модернизм. соблазн ереси: от бодлера до беккета,pdp_view,2,2
146957320,ты сама себе психолог,pdp_view,3,3
142743215,dr.oetker,pdp_view,4,3
144926266,головоломки,pdp_view,6,2
1677297,астрономические книги,pdp_view,21,1
144108436,зубная щетка,pdp_view,1,1
19148673,карандаш для бровей чёрный,pdp_view,3,1
145648512,трафарет,pdp_view,3,3
143710564,кружка,pdp_view,1,1
29575742,где все? как маленький робин потерялся в большом магазине,pdp_view,1,1
139810799,конструктор металлический,pdp_view,4,3
140071454,набор для создания украшений,pdp_view,1,1
147849508,147849508,pdp_view,2,2
147835299,аппликация,pdp_view,1,1
141796580,наушники,pdp_view,1,1
30834481,redmond rhp-m02 ветчинница,pdp_view,1,1
145043208,casio,pdp_view,2,2
140097292,holika holika,pdp_view,2,2
142308172,хаггис трусики,pdp_view,5,5
137481707,держатель для туалетной бумаги,pdp_view,10,5
147806282,кукла пупс,pdp_view,1,1
145610378,faber-castell текстовыделитель 1546 pastel цвет,pdp_view,1,1
142011887,формы для выпечки,pdp_view,11,1
140415136,бокал,pdp_view,8,1
140462296,анне-катрине вестли,pdp_view,3,3
148263302,портмоне мужское,pdp_view,1,1
139368466,евгений онегин,pdp_view,5,5
147775769,мнямс,pdp_view,1,1
18649703,куражева,pdp_view,4,4
138854972,презерватив,pdp_view,1,1
148399013,коньки раздвижные,pdp_view,3,3
146000258,школа россии,pdp_view,7,2
137818940,верблюд,pdp_view,2,2
137270236,137270236,pdp_view,2,2
137688491,детские энциклопедии,pdp_view,1,1
144278426,циновка для суши,pdp_view,1,1
31440601,оптимизация,pdp_view,1,1
148189658,larsen пазл,pdp_view,1,1
35141781,коврик для раскройных ножей,pdp_view,4,4
145632769,деревянные,pdp_view,4,2
146785497,биология справочник,pdp_view,1,1
147034521,перчатки хозяйственные,pdp_view,3,3
146183226,геология,pdp_view,1,1
138585331,резинка пружинка,pdp_view,1,1
32090750,машина на радиоуправлении,pdp_view,4,1
147279477,чайный набор,pdp_view,4,1
146774102,видеоняня,pdp_view,2,1
145141419,электробритва,pdp_view,6,2
147472831,ремень мужской 120,pdp_view,1,1
138399360,мир машин,pdp_view,1,1
32544690,witch,pdp_view,1,1
140081525,психология,pdp_view,4,2
32854963,гордость и предубеждение,pdp_view,8,8
147770137,игрушки на елку,pdp_view,2,2
138955758,маяк картина,pdp_view,1,1
143357626,кухонные принадлежности набор,pdp_view,1,1
136409058,mango,pdp_view,2,2
142412744,suunto spartan sport,pdp_view,2,2
143643807,сидение для унитаза,pdp_view,1,1
34425638,салатница,pdp_view,11,4
145122718,буквы плакат,pdp_view,2,2
137701187,тарелки набор,pdp_view,2,1
22853462,акунин,pdp_view,5,5
146362366,косметичка,pdp_view,3,3
144912450,подушка,pdp_view,4,4
140591683,кружка,pdp_view,1,1
21472146,лото,pdp_view,3,2
30951962,татьяна полякова,pdp_view,2,2
143221249,насадка на швабру leifheit micro duo м цвет бирюзовый,pdp_view,2,2
140859152,мелкий бес,pdp_view,2,2
147037264,игрушки животные,pdp_view,1,1
138872207,fashion house зажим для волос винни-пух,pdp_view,2,1
142092310,елка искусственная,pdp_view,1,1
146280433,весы momert,pdp_view,1,1
135069058,дрофа-медиа,pdp_view,3,3
136852648,бани,pdp_view,1,1
28728990,hills s/d,pdp_view,3,1
136257550,фужеры для шампанского,pdp_view,3,2
19729388,пакет вакуумный,pdp_view,2,2
144942156,травяной сбор,pdp_view,3,1
29483492,bondibon,pdp_view,1,1
26145300,лореаль 55,pdp_view,7,1
25428637,kenzo,pdp_view,1,1
141884447,chicco пустышка physio soft,pdp_view,2,2
34730942,книги для детей,pdp_view,4,1
5739141,по щучьему велению,pdp_view,1,1
147204878,ногти,pdp_view,1,1
32937365,свеча восковая,pdp_view,1,1
145714912,салфетки,pdp_view,12,12
138467572,для бумажного полотенца,pdp_view,3,1
5704901,eric clapton/steve winwood - live from madison square garden,pdp_view,1,1
135517463,очищающие маски,pdp_view,1,1
4489912,"""забавная \""пачка денег""",pdp_view,1,1
147795292,детская посуда набор,pdp_view,5,3
141845986,грунт аквариум,pdp_view,1,1
141398110,super minds grammar,pdp_view,1,1
144917038,144917038,pdp_view,1,1
146159585,togas,pdp_view,1,1
27994197,milardo,pdp_view,2,2
135324470,набор для вышивания крестом,pdp_view,2,2
138399391,позвоночник,pdp_view,1,1
147569918,concept,pdp_view,5,5
21650955,natura siberica тоник,pdp_view,2,2
